runnerUri,fullname,time,rank,nationality,nationalityCode,index,ageGroup,gender
305374.lionel.delahousse,Lionel DELAHOUSSE,33:52:05,316,France,FR,,50-54,H
656394.thibaut.francois,Thibaut FRANCOIS,33:55:49,317,Belgium,BE,,20-34,H
5042198.adrien.mondon,Adrien MONDON,33:57:46,318,France,FR,,20-34,H
3278009.anders.jandering,Anders JANDERING,33:58:11,319,Sweden,SE,,45-49,H
5228050.maxime.leclercq,Maxime LECLERCQ,33:58:12,320,France,FR,,35-39,H
4015249.pierre.dugue,Pierre DUGUÉ,33:58:38,321,France,FR,,35-39,H
1960981.cyril.thouvenot,Cyril THOUVENOT,34:01:11,322,France,FR,,40-44,H
2204309.alexander.konig,Alexander KONIG,34:01:30,323,Germany,DE,,35-39,H
876965.morgan.aeschlimann,Morgan AESCHLIMANN,34:01:44,324,Switzerland,CH,,20-34,H
1540201.raphael.bognier,Raphaël BOGNIER,34:02:27,325,France,FR,,50-54,H
3192321.nicolas.monjou,Nicolas MONJOU,34:06:44,326,France,FR,,40-44,H
885711.julien.carre,Julien CARRÉ,34:07:08,327,France,FR,,45-49,H
4794154.alexandre.leclerc,Alexandre LECLERC,34:09:51,328,France,FR,,20-34,H
4325108.romain.bourdel,Romain BOURDEL,34:11:04,329,France,FR,,20-34,H
4210193.kevin.ranciere,Kevin RANCIERE,34:11:13,330,France,FR,,20-34,H
552932.benjamin.testard,Benjamin TESTARD,34:11:25,331,France,FR,,40-44,H
177832.emmanuel.vegas,Emmanuel VEGAS,34:11:26,332,France,FR,,35-39,H
73472.pierre.masclet,Pierre MASCLET,34:11:36,333,France,FR,,45-49,H
10288.paolo.bonetto,Paolo BONETTO,34:11:55,334,Italy,IT,,50-54,H
3499975.martin.vaupel,Martin VAUPEL,34:13:07,335,Germany,DE,,40-44,H
694391.mariusz.felczerek,Mariusz FELCZEREK,34:14:24,336,Poland,PL,,45-49,H
3496449.shaun.pettit,Shaun PETTIT,34:15:33,337,United Kingdom,GB,,20-34,H
5227632.samy.torrente,Samy TORRENTE,34:16:08,338,France,FR,,40-44,H
3130685.alice.donkin,Alice DONKIN,34:17:24,339,United Kingdom,GB,,35-39,F
828007.sebastien.rousseau,Sebastien ROUSSEAU,34:17:28,340,France,FR,,50-54,H
4231859.valentin.collet,Valentin COLLET,34:17:52,341,France,FR,,35-39,H
726095.fabien.lepeih,Fabien LE PEIH,34:19:03,342,France,FR,,35-39,H
274430.pierrealain.beynat,Pierre-Alain BEYNAT,34:19:54,343,France,FR,,45-49,H
2025797.gregory.hauw,Gregory HAUW,34:20:18,344,France,FR,,45-49,H
1216417.jorge.borad,Jorge BORAD,34:20:21,345,Uruguay,UY,,40-44,H
552610.banu.aysolmaz,Banu AYSOLMAZ,34:23:39,346,Netherlands,NL,,40-44,F
552609.deniz.iren,Deniz IREN,34:23:41,347,Netherlands,NL,,40-44,H
5070859.sonja.muittari,Sonja MUITTARI,34:23:55,348,Finland,FI,,20-34,F
2616389.darren.agnew,Darren AGNEW,34:24:08,349,United Kingdom,GB,,20-34,H
3141235.kevin.morfei,Kevin MORFEI,34:25:40,350,France,FR,483,20-34,H
582894.john.greenwood,John GREENWOOD,34:25:50,351,United Kingdom,GB,,45-49,H
4015230.sebastien.ledig,Sebastien LEDIG,34:26:38,352,France,FR,,40-44,H
3300329.bas.vanderploeg,Bas VAN DER PLOEG,34:26:45,353,Netherlands,NL,,35-39,H
196403.vincent.leguern,Vincent LE GUERN,34:27:28,354,France,FR,,55-59,H
64021.gauthier.piret,Gauthier PIRET,34:28:22,355,Belgium,BE,,40-44,H
4465698.aristidethomas.polla,Aristide Thomas POLLA,34:29:18,356,Italy,IT,,45-49,H
4007030.nina.repo,Nina REPO,34:34:20,357,Finland,FI,,45-49,F
3974969.maaike.weerdesteijn,Maaike WEERDESTEIJN,34:34:22,358,Netherlands,NL,,20-34,F
5263558.jan.corcoran,Jan CORCORAN,34:34:22,358,Ireland,IE,,45-49,F
587701.jacques.ricoux,Jacques RICOUX,34:34:22,358,France,FR,,45-49,H
5012591.pablo.sanchezfernandez,Pablo SANCHEZ FERNANDEZ,34:35:27,361,France,FR,,20-34,H
1792437.antoine.olivier,Antoine OLIVIER,34:35:31,362,France,FR,,20-34,H
965519.benjamin.guennoc,Benjamin GUENNOC,34:35:43,363,France,FR,,20-34,H
2126525.tommy.vanaise,Tommy VANAISE,34:36:16,364,Belgium,BE,,45-49,H
19442.marco.roz,Marco ROZ,34:38:22,365,Italy,IT,,55-59,H
2655635.hubert.deboysson,Hubert DE BOYSSON,34:39:13,366,France,FR,,40-44,H
367141.jerome.hadiuk,Jerome HADIUK,34:39:13,366,France,FR,,40-44,H
1997939.luis.altadillgarro,Luis ALTADILL GARRO,34:40:33,368,Spain,ES,,55-59,H
595848.florian.vignot,Florian VIGNOT,34:41:26,369,France,FR,,40-44,H
3111513.julien.ripoll,Julien RIPOLL,34:43:00,370,France,FR,,20-34,H
4903058.basile.perrinreymond,Basile PERRIN REYMOND,34:43:18,371,France,FR,,20-34,H
4469565.sebastien.guisiano,Sebastien GUISIANO,34:44:20,372,France,FR,,45-49,H
42648.ludovic.bourgeois,Ludovic BOURGEOIS,34:44:50,373,France,FR,,40-44,H
473505.gilles.moretesjean,Gilles MORET ES JEAN,34:44:53,374,France,FR,,35-39,H
919677.emilio.alvarezcruzado,Emilio ALVAREZ CRUZADO,34:45:21,375,Spain,ES,,35-39,H
4351896.mathias.danillon,Mathias DANILLON,34:45:23,376,France,FR,,40-44,H
5773921.thierry.rodriguez,Thierry RODRIGUEZ,34:45:35,377,France,FR,,50-54,H
3696625.frederic.oussad,Fréderic OUSSAD,34:46:11,378,France,FR,,35-39,H
1492765.jakub.dabrowicz,Jakub DĄBROWICZ,34:47:26,379,Poland,PL,,40-44,H
44146.aurelien.perrin,Aurelien PERRIN,34:48:20,380,France,FR,,35-39,H
4408790.eric.trouche,Eric TROUCHE,34:50:42,381,France,FR,,20-34,H
4385170.antoine.pineau,Antoine PINEAU,34:50:44,382,France,FR,,35-39,H
4408756.benjamin.fillon,Benjamin FILLON,34:50:44,382,France,FR,,20-34,H
3111673.mickael.barbette,Mickael BARBETTE,34:51:26,384,France,FR,,50-54,H
1502039.francois.teres,François TERES,34:55:31,385,France,FR,,35-39,H
110562.yves.moreau,Yves MOREAU,34:55:36,386,Belgium,BE,,45-49,H
2280643.connor.mcclelland,Connor MCCLELLAND,34:57:15,387,United States of America,US,,20-34,H
4292800.benjamin.durand,Benjamin DURAND,34:57:56,388,France,FR,,35-39,H
768372.ange.serradji,Ange SERRADJI,34:57:58,389,France,FR,,35-39,H
246703.xavier.amey,Xavier AMEY,35:01:20,390,France,FR,,50-54,H
3992784.mathieu.dallamora,Mathieu DALLA MORA,35:01:35,391,France,FR,,40-44,H
5042266.quentin.jacob,Quentin JACOB,35:01:39,392,France,FR,,20-34,H
1091863.sylvain.bony,Sylvain BONY,35:02:08,393,France,FR,,40-44,H
193006.sophie.power,Sophie POWER,35:05:03,394,United Kingdom,GB,,40-44,F
3320083.pierre.delahaye,Pierre DELAHAYE,35:05:55,395,France,FR,,20-34,H
1657883.didier.hercouet,Didier HERCOUET,35:06:02,396,France,FR,,55-59,H
3279405.thomas.delcuse,Thomas DELCUSE,35:06:44,397,France,FR,,20-34,H
4118293.luiscarlos.chacon,Luis Carlos CHACON,35:06:58,398,Costa Rica,CR,,35-39,H
3085203.romain.jauffrineau,Romain JAUFFRINEAU,35:08:56,399,France,FR,,20-34,H
371409.david.ferlay,David FERLAY,35:10:12,400,France,FR,473,50-54,H
310112.vincent.gatinot,Vincent GATINOT,35:10:23,401,France,FR,,55-59,H
4016037.stig.rasmussen,Stig RASMUSSEN,35:11:28,402,Norway,NO,,45-49,H
3683463.robin.dugast,Robin DUGAST,35:13:21,403,France,FR,,20-34,H
4423754.michael.teinturier,Michael TEINTURIER,35:13:52,404,France,FR,,35-39,H
758063.raphael.marot,Raphael MAROT,35:14:05,405,France,FR,,50-54,H
4190795.stieven.galle,Stieven GALLE,35:14:30,406,Belgium,BE,,40-44,H
2230315.gaetano.laberenti,Gaetano LABERENTI,35:16:18,407,Italy,IT,,65-69,H
1390413.anthony.lepage,Anthony LEPAGE,35:16:35,408,France,FR,,20-34,H
4719918.ryan.dixpeek,Ryan DIX PEEK,35:17:41,409,South Africa,ZA,,40-44,H
1674769.lea.germain,Lea GERMAIN,35:18:16,410,France,FR,,20-34,F
4793156.frederic.baudet,Frédéric BAUDET,35:18:19,411,France,FR,,50-54,H
438022.olivier.maviel,Olivier MAVIEL,35:18:19,411,France,FR,,35-39,H
30422.julien.mangin,Julien MANGIN,35:18:23,413,France,FR,,45-49,H
4013731.marieveronique.bouquiaux,Marie-Véronique BOUQUIAUX,35:18:32,414,France,FR,,35-39,F
1311593.anthony.briot,Anthony BRIOT,35:18:56,415,France,FR,,45-49,H
354227.philippe.sirot,Philippe SIROT,35:18:58,416,France,FR,,45-49,H
159996.thomas.eschalier,Thomas ESCHALIER,35:20:59,417,France,FR,,35-39,H
24941.maximilien.colin,Maximilien COLIN,35:22:40,418,France,FR,,35-39,H
,Anonymous,35:24:01,419,France,FR,,45-49,F
1638325.nicolas.huard,Nicolas HUARD,35:24:11,420,France,FR,,35-39,H
117031.vincent.toussaint,Vincent TOUSSAINT,35:24:17,421,France,FR,,35-39,H
726144.etienne.castebelkadi,Etienne CASTE-BELKADI,35:25:18,422,France,FR,,35-39,H
4162454.bastien.geneve,Bastien GENEVE,35:25:44,423,France,FR,,20-34,H
2449983.sarayut.thannil,Sarayut THANNIL,35:26:06,424,Thailand,TH,,35-39,H
685438.benjamin.polletvillard,Benjamin POLLET VILLARD,35:26:18,425,France,FR,,20-34,H
4754234.tiago.hoffmann,Tiago HOFFMANN,35:27:02,426,Brazil,BR,,35-39,H
4163043.paul.szyndralewicz,Paul SZYNDRALEWICZ,35:27:06,427,France,FR,,20-34,H
244510.alexandre.lagarenne,Alexandre LAGARENNE,35:28:38,428,France,FR,,40-44,H
244520.gerald.mercet,Gerald MERCET,35:28:38,428,France,FR,,45-49,H
496538.iulian.ionescu,Iulian IONESCU,35:29:51,430,Romania,RO,,45-49,H
593611.agnieszka.marciniszyn,Agnieszka MARCINISZYN,35:30:58,431,Poland,PL,,40-44,F
3334203.boris.fouquet,Boris FOUQUET,35:31:07,432,France,FR,,20-34,H
2056845.gabrielenrique.narino,Gabriel Enrique NARINO,35:32:33,433,Italy,IT,,45-49,H
267391.matjaz.campa,Matjaz CAMPA,35:32:43,434,Slovenia,SI,,60-64,H
633772.julien.henry,Julien HENRY,35:34:11,435,France,FR,,40-44,H
2260355.xavier.poncet,Xavier PONCET,35:34:12,436,France,FR,,20-34,H
229558.mauro.frosio,Mauro FROSIO,35:34:39,437,Italy,IT,,40-44,H
4319263.mickael.boussuge,Mickaël BOUSSUGE,35:35:14,438,France,FR,,40-44,H
335642.sebastien.custot,Sébastien CUSTOT,35:35:24,439,Switzerland,CH,,40-44,H
,Anonymous,35:35:42,440,Thailand,TH,,35-39,H
3976422.gregory.guernevel,Gregory GUERNEVEL,35:36:18,441,France,FR,,45-49,H
5290666.craig.woodall,Craig WOODALL,35:36:29,442,United Kingdom,GB,,35-39,H
244187.thomas.davoust,Thomas DAVOUST,35:36:37,443,France,FR,,40-44,H
827411.etienne.tedde,Etienne TEDDE,35:38:20,444,France,FR,,40-44,H
1424653.andrea.michetti,Andrea MICHETTI,35:39:50,445,Italy,IT,,45-49,H
767008.vanessa.fournierdelange,Vanessa FOURNIER-DELANGE,35:40:08,446,France,FR,,40-44,F
386236.hicham.hassaine,Hicham HASSAINE,35:40:20,447,Morocco,MA,,35-39,H
177722.florian.labry,Florian LABRY,35:40:32,448,France,FR,,40-44,H
1917231.theo.langlois,Théo LANGLOIS,35:40:34,449,France,FR,,20-34,H
756604.jacqueline.cardenas,Jacqueline CARDENAS,35:40:42,450,Chile,CL,466,55-59,F
4020671.gaetan.cadot,Gaetan CADOT,35:44:22,451,France,FR,,35-39,H
244439.guylaine.simon,Guylaine SIMON,35:44:56,452,France,FR,,55-59,F
4204381.sebastien.shao,Sebastien SHAO,35:46:11,453,France,FR,,50-54,H
1544859.xavier.ferrari,Xavier FERRARI,35:47:08,454,France,FR,,20-34,H
1021435.thibaut.devine,Thibaut DEVINE,35:49:00,455,France,FR,,35-39,H
1414603.yoann.mougin,Yoann MOUGIN,35:51:11,456,France,FR,,40-44,H
1362427.vanesa.cagnoli,Vanesa CAGNOLI,35:57:10,457,Argentina,AR,,45-49,F
4504018.lucas.dimattia,Lucas DIMATTIA,35:57:10,457,Argentina,AR,,40-44,H
1187641.oscar.vargasmorera,Oscar VARGAS-MORERA,36:00:11,459,Spain,ES,,40-44,H
1675657.cesaroscar.carlino,César Oscar CARLINO,36:03:52,460,Argentina,AR,,35-39,H
3891167.maxime.quatrehomme,Maxime QUATREHOMME,36:04:08,461,France,FR,,20-34,H
1802511.nicolas.laidet,Nicolas LAIDET,36:04:50,462,France,FR,,45-49,H
44479.aurelien.serasset,Aurelien SERASSET,36:05:00,463,France,FR,,40-44,H
4755252.romain.desenzani,Romain DESENZANI,36:08:32,464,France,FR,,20-34,H
2098479.pierre.papet,Pierre PAPET,36:08:40,465,France,FR,,35-39,H
1550429.enrica.gouthier,Enrica GOUTHIER,36:10:31,466,Italy,IT,,20-34,F
1124.benedict.celestindevendra,Benedict CELESTIN DEVENDRA,36:13:33,467,France,FR,,40-44,H
4218138.jason.monaghan,Jason MONAGHAN,36:14:12,468,Ireland,IE,,40-44,H
156393.jean.brown,Jean BROWN,36:14:44,469,United Kingdom,GB,,55-59,F
84412.jeanbaptiste.delsarte,Jean-Baptiste DELSARTE,36:16:58,470,France,FR,,40-44,H
837334.sophie.pelissier,Sophie PELISSIER,36:18:59,471,France,FR,,50-54,F
556000.nicolas.enjalbert,Nicolas ENJALBERT,36:20:52,472,France,FR,,45-49,H
5519085.sidsel.mohn,SIDSEL MOHN,36:21:28,473,Norway,NO,,55-59,F
1060711.olejorgen.vik,Ole Jørgen VIK,36:22:35,474,Norway,NO,,45-49,H
4901670.emil.tapissier,Emil TAPISSIER,36:23:25,475,France,FR,,20-34,H
1658023.toru.yamazaki,Toru YAMAZAKI,36:26:23,476,Japan,JP,,45-49,H
5590555.ion.mena,Ion MENA,36:27:15,477,Spain,ES,,20-34,H
4011634.marcus.marsden,Marcus MARSDEN,36:28:58,478,United Kingdom,GB,,35-39,H
982341.cesare.lonardi,Cesare LONARDI,36:32:11,479,Italy,IT,,55-59,H
5234720.alexis.luneau,Alexis LUNEAU,36:32:21,480,France,FR,,20-34,H
5337680.simon.jonet,Simon JONET,36:32:22,481,France,FR,,20-34,H
3192863.timo.siegmann,Timo SIEGMANN,36:32:30,482,Germany,DE,,45-49,H
3276703.elia.corso,Elia CORSO,36:33:16,483,Italy,IT,,35-39,H
4289169.brandon.lai,Brandon LAI,36:33:48,484,France,FR,,20-34,H
834708.gabriel.cressent,Gabriel CRESSENT,36:34:30,485,France,FR,,40-44,H
2320019.ladislav.smejkal,Ladislav SMEJKAL,36:34:34,486,Czech Republic,CZ,,60-64,H
1966177.stelian.balaita,Stelian BALAITA,36:35:23,487,Romania,RO,,45-49,H
1774311.rupert.joneswarner,Rupert JONES-WARNER,36:37:38,488,United Kingdom,GB,,20-34,H
236573.gregory.ingrand,Gregory INGRAND,36:39:32,489,France,FR,,45-49,H
4203428.olivier.wypych,Olivier WYPYCH,36:44:12,490,France,FR,,45-49,H
814018.jordan.faure,Jordan FAURE,36:44:13,491,France,FR,,40-44,H
4462636.kevin.butters,Kevin BUTTERS,36:44:23,492,United Kingdom,GB,,45-49,H
3300517.david.lindsay,David LINDSAY,36:45:23,493,United Kingdom,GB,,50-54,H
2526067.aurelien.guyomar,Aurélien GUYOMAR,36:45:39,494,France,FR,,35-39,H
2688011.michelle.claydon,Michelle CLAYDON,36:46:37,495,United Kingdom,GB,,40-44,F
1175239.olivier.boutin,Olivier BOUTIN,36:47:04,496,France,FR,,40-44,H
181571.sebastien.chatelain,Sebastien CHATELAIN,36:47:04,496,France,FR,,45-49,H
6150.benjamin.chaprier,Benjamin CHAPRIER,36:47:07,498,France,FR,,35-39,H
586526.david.adam,David ADAM,36:47:15,499,France,FR,,45-49,H
2180421.marc.mueller,Marc MUELLER,36:47:34,500,Germany,DE,452,35-39,H
1092855.vedran.ugrin,Vedran UGRIN,36:47:47,501,Croatia,HR,,40-44,H
3303497.luca.duranti,Luca DURANTI,36:47:59,502,Italy,IT,,45-49,H
3441603.xiaonan.zhang,Xiaonan ZHANG,36:49:17,503,China,CN,,55-59,H
1819715.huihui.yuan,Huihui YUAN,36:49:38,504,China,CN,,40-44,F
636072.goncalo.mota,Goncalo MOTA,36:51:28,505,Portugal,PT,,50-54,H
243198.laurent.chassin,Laurent CHASSIN,36:52:17,506,France,FR,,50-54,H
3376959.remi.vandenbroucke,Remi VAN DEN BROUCKE,36:54:25,507,France,FR,,20-34,H
5208940.thaigo.geyns,Thaigo GEYNS,36:54:46,508,Belgium,BE,,20-34,H
559963.chris.simpson,Chris SIMPSON,36:54:47,509,United Kingdom,GB,,50-54,H
,Anonymous,36:56:27,510,France,FR,,50-54,H
737378.gwenael.gastineau,Gwenael GASTINEAU,36:56:28,511,France,FR,,45-49,H
4210672.benjamin.prodaul,Benjamin PRODAUL,36:56:28,511,France,FR,,20-34,H
266633.fabrizio.capra,Fabrizio CAPRA,36:56:46,513,Italy,IT,,50-54,H
1211933.alexandre.jeandenant,Alexandre JEANDENANT,36:57:10,514,France,FR,,35-39,H
,Anonymous,36:57:25,515,Spain,ES,,55-59,H
369688.damien.monet,Damien MONET,36:57:40,516,France,FR,,50-54,H
4189417.francois.golec,Francois GOLEC,36:58:38,517,France,FR,,45-49,H
4457396.martin.kirby,Martin KIRBY,36:58:42,518,Ireland,IE,,20-34,H
865855.raul.jimenezcollado,Raul JIMENEZ-COLLADO,36:58:53,519,Spain,ES,,35-39,H
145506.matthias.francois,Matthias FRANCOIS,36:59:12,520,France,FR,,45-49,H
1805635.julien.decombat,Julien DECOMBAT,36:59:41,521,France,FR,,35-39,H
2642073.boris.ducrot,Boris DUCROT,36:59:49,522,France,FR,,35-39,H
4661178.olivier.melchers,Olivier MELCHERS,37:00:57,523,France,FR,,40-44,H
3997888.jon.samundsson,Jón SAMUNDSSON,37:01:26,524,Iceland,IS,,45-49,H
1175421.fabien.desigaud,Fabien DESIGAUD,37:04:09,525,France,FR,,35-39,H
1249371.baptiste.guionnet,Baptiste GUIONNET,37:04:11,526,France,FR,,45-49,H
136890.boris.deloche,Boris DELOCHE,37:04:22,527,France,FR,,35-39,H
1769893.hongtao.liu,Hongtao LIU,37:05:43,528,China,CN,,40-44,H
79427.christophe.smol,Christophe SMOL,37:06:18,529,France,FR,,35-39,H
3779729.lu.guo,Lu GUO,37:07:44,530,China,CN,,50-54,H
1464971.gilles.perrin,Gilles PERRIN,37:08:39,531,France,FR,,50-54,H
1150553.mathieu.richard,Mathieu RICHARD,37:08:40,532,France,FR,,40-44,H
1677641.anthony.desfoux,Anthony DESFOUX,37:08:40,532,France,FR,,40-44,H
1866567.sergio.chacim,Sergio CHACIM,37:08:40,532,Portugal,PT,,40-44,H
1366285.stephane.barruet,Stephane BARRUET,37:09:34,535,France,FR,,45-49,H
2611117.justin.poehnelt,Justin POEHNELT,37:10:11,536,United States of America,US,,40-44,H
179053.david.chambefort,David CHAMBEFORT,37:11:06,537,France,FR,,50-54,H
4430362.olivia.shanks,Olivia SHANKS,37:12:12,538,United Kingdom,GB,,35-39,F
731764.alasdair.moffett,Alasdair MOFFETT,37:12:46,539,United Kingdom,GB,,35-39,H
860568.stefan.christoph,Stefan CHRISTOPH,37:12:56,540,Germany,DE,,45-49,H
758739.florian.chapelle,Florian CHAPELLE,37:14:24,541,France,FR,,35-39,H
2037687.said.elmedhoun,Said EL MEDHOUN,37:15:32,542,France,FR,,40-44,H
1310651.samir.guechtouli,Samir GUECHTOULI,37:15:43,543,France,FR,,45-49,H
4163212.nicolas.cardon,Nicolas CARDON,37:16:18,544,France,FR,,20-34,H
1226425.david.dufour,David DUFOUR,37:16:45,545,France,FR,,55-59,H
3221673.arpad.kovacs,Arpad KOVACS,37:18:36,546,Hungary,HU,,20-34,H
2667801.remi.escobar,Rémi ESCOBAR,37:19:38,547,France,FR,,35-39,H
1091835.cyril.clavelloux,Cyril CLAVELLOUX,37:21:50,548,France,FR,,35-39,H
488612.cedric.quillet,Cedric QUILLET,37:25:39,549,France,FR,,45-49,H
582693.nicolas.toumazeau,Nicolas TOUMAZEAU,37:25:49,550,France,FR,444,45-49,H
639833.nadege.baillet,Nadege BAILLET,37:25:52,551,France,FR,,40-44,F
2311059.laurent.sattler,Laurent SATTLER,37:26:31,552,France,FR,,35-39,H
2367039.ben.seymour,Ben SEYMOUR,37:27:13,553,New Zealand,NZ,,20-34,H
814655.jonathan.lesage,Jonathan LESAGE,37:29:12,554,France,FR,,35-39,H
2156511.martin.cardon,Martin CARDON,37:29:39,555,France,FR,,20-34,H
386622.romain.ygnace,Romain YGNACE,37:29:43,556,France,FR,,40-44,H
4531584.damien.poorteman,Damien POORTEMAN,37:30:22,557,France,FR,,20-34,H
366999.laurent.brondeau,Laurent BRONDEAU,37:31:10,558,France,FR,,50-54,H
712289.eric.bouillot,Eric BOUILLOT,37:31:13,559,France,FR,,55-59,H
1962441.martin.drotar,Martin DROTAR,37:31:41,560,Slovakia,SK,,40-44,H
36436.hiroaki.matsunaga,Hiroaki MATSUNAGA,37:34:10,561,Japan,JP,,40-44,H
2199655.adrien.fauth,Adrien FAUTH,37:35:42,562,France,FR,,20-34,H
487042.denis.capitan,Denis CAPITAN,37:36:46,563,France,FR,,50-54,H
506599.jerome.chesnaie,Jerome CHESNAIE,37:39:11,564,France,FR,,45-49,H
26099.willy.bouchet,Willy BOUCHET,37:39:11,564,France,FR,,45-49,H
3692667.thomas.maldonado,Thomas MALDONADO,37:40:19,566,France,FR,,40-44,H
3976636.yoann.benoit,Yoann BENOIT,37:40:31,567,France,FR,,20-34,H
3392605.arnaud.cruveiller,Arnaud CRUVEILLER,37:41:44,568,France,FR,,20-34,H
3111699.francois.yvonnet,François YVONNET,37:43:25,569,France,FR,,20-34,H
38438.antoine.rousseau,Antoine ROUSSEAU,37:43:48,570,France,FR,,20-34,H
143904.yihua.wu,Yihua WU,37:44:05,571,"Hong Kong, China",HK,,50-54,F
826496.quentin.hauet,Quentin HAUET,37:45:04,572,France,FR,,45-49,H
5129196.alexis.chalet,Alexis CHALET,37:45:04,572,France,FR,,20-34,H
1040755.charly.paquier,Charly PAQUIER,37:45:14,574,France,FR,,45-49,H
3756173.kevin.ferret,Kevin FERRET,37:45:15,575,France,FR,,35-39,H
4357542.bart.saaiman,Bart SAAIMAN,37:45:18,576,South Africa,ZA,,35-39,H
639730.benjamin.martin,Benjamin MARTIN,37:45:41,577,Switzerland,CH,,45-49,H
4301820.rodrigue.ceinos,Rodrigue CEINOS,37:45:54,578,Belgium,BE,,20-34,H
5478586.amy.bezant,Amy BEZANT,37:46:36,579,United Kingdom,GB,,35-39,F
3692575.pierre.morenomorell,Pierre MORENO-MORELL,37:46:37,580,France,FR,,35-39,H
5766260.arnaud.humbert,Arnaud HUMBERT,37:46:56,581,France,FR,,35-39,H
2469935.steven.sidhu,Steven SIDHU,37:47:31,582,United Kingdom,GB,,40-44,H
2655547.nicolas.dubey,Nicolas DUBEY,37:47:36,583,France,FR,,20-34,H
385616.christophe.zuba,Christophe ZUBA,37:49:55,584,France,FR,,50-54,H
4008249.oleksiy.chagovets,Oleksiy CHAGOVETS,37:51:18,585,Ukraine,UA,,45-49,H
3665509.guodong.liu,Guodong LIU,37:52:20,586,China,CN,,35-39,H
4209216.laurent.marcel,Laurent MARCEL,37:52:41,587,France,FR,,40-44,H
629288.jerome.vuillemot,Jerome VUILLEMOT,37:54:09,588,France,FR,,40-44,H
3679125.martin.demoor,Martin DE MOOR,37:56:11,589,Belgium,BE,,20-34,H
2627455.piotr.pedziszewski,Piotr PĘDZISZEWSKI,37:56:53,590,Poland,PL,,40-44,H
1200837.christophe.castel,Christophe CASTEL,37:57:49,591,France,FR,,45-49,H
295260.ben.cameron,Ben CAMERON,37:58:05,592,New Zealand,NZ,,40-44,H
3508815.thomas.schilter,Thomas SCHILTER,37:58:29,593,Peru,PE,,20-34,H
1332817.stefano.barison,Stefano BARISON,38:00:54,594,Argentina,AR,,20-34,H
592944.johann.granara,Johann GRANARA,38:01:24,595,France,FR,,45-49,H
2609447.lochy.jones,Lochy JONES,38:01:29,596,Australia,AU,,35-39,H
267930.mathieu.anthoine,Mathieu ANTHOINE,38:01:46,597,France,FR,,40-44,H
772178.jacinto.killane,Jacinto KILLANE,38:02:06,598,Argentina,AR,,20-34,H
2525155.kevin.parent,Kévin PARENT,38:02:39,599,France,FR,,35-39,H
642349.fabrizio.valle,Fabrizio VALLE,38:02:47,600,Italy,IT,437,50-54,H
398969.mariaclara.serino,Maria-Clara SERINO,38:03:46,601,Argentina,AR,,55-59,F
1199209.kiyo.fujishiro,Kiyo FUJISHIRO,38:04:15,602,Japan,JP,,45-49,H
4162992.alban.hulin,Alban HULIN,38:05:30,603,France,FR,,50-54,H
5384714.matthieu.seguepassama,Matthieu SEGUE-PASSAMA,38:06:22,604,France,FR,,20-34,H
980139.thomas.durocher,Thomas DUROCHER,38:08:54,605,France,FR,,20-34,H
4158310.robert.downton,Robert DOWNTON,38:09:22,606,Australia,AU,,40-44,H
4647956.maxime.bibollet,Maxime BIBOLLET,38:09:29,607,France,FR,,40-44,H
864774.laura.giudicianni,Laura GIUDICIANNI,38:12:25,608,Italy,IT,,35-39,F
2095383.pierrick.roguet,Pierrick ROGUET,38:16:33,609,France,FR,,40-44,H
471248.celine.lucak,Celine LUCAK,38:17:16,610,France,FR,,55-59,F
339555.melinda.pompadou,Melinda POMPADOU,38:17:16,610,France,FR,,50-54,F
2317529.jimmy.dufrier,Jimmy DUFRIER,38:17:18,612,France,FR,,20-34,H
904509.cedric.lanfrey,Cedric LANFREY,38:17:18,612,France,FR,,35-39,H
4351802.jeanne.carlierbouvet,Jeanne CARLIER BOUVET,38:17:28,614,France,FR,,20-34,F
2239513.sylvain.luchini,Sylvain LUCHINI,38:17:56,615,France,FR,,20-34,H
4248999.josiane.otiliadesouzakalfeltz,Josiane OTILIA DE SOUZA KALFELTZ,38:20:52,616,Brazil,BR,,40-44,F
4130711.simone.mazzer,Simone MAZZER,38:21:04,617,Italy,IT,,50-54,H
2386743.maxime.dalpra,Maxime DAL PRA,38:22:26,618,France,FR,,45-49,H
17872.mike.smith,Mike SMITH,38:23:06,619,United States of America,US,,45-49,H
4392096.alexandre.wattelar,Alexandre WATTELAR,38:23:21,620,Belgium,BE,,35-39,H
556133.adrien.vernet,Adrien VERNET,38:23:24,621,France,FR,,40-44,H
1779493.peter.almroth,Peter ALMROTH,38:24:05,622,Sweden,SE,,45-49,H
1953255.theerapol.thepsri,Theerapol THEPSRI,38:24:33,623,Thailand,TH,,45-49,H
1783365.rebeca.ehrnrooth,Rebeca EHRNROOTH,38:24:40,624,Sweden,SE,,45-49,F
519778.adilio.sanches,Adilio SANCHES,38:24:48,625,France,FR,,45-49,H
72385.jonathan.fallows,Jonathan FALLOWS,38:25:15,626,United Kingdom,GB,,55-59,H
,Anonymous,38:25:28,627,Italy,IT,,55-59,H
3490533.sebastien.gaffori,Sébastien GAFFORI,38:25:42,628,France,FR,,40-44,H
82113.loic.preghenella,Loïc PREGHENELLA,38:26:06,629,France,FR,,20-34,H
2380899.emeric.maupas,Emeric MAUPAS,38:27:55,630,France,FR,,20-34,H
